Genus,Species,Strain,Fasta,FastaFolder,Fastq,FastqFolder,ReferenceGenome,Kingdom,Phylum,Class,Order,Family,file,type
Paracoccus,aminophilus,JCM 7686,P_aminophilus_JCM7686_VJ,bacteria/paracoccus/aminophilus/JCM7686,MM259,1_BACTERIA/Mix_bacteria,GCA_000444995.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/insulation/P_aminophilus_JCM7686_VJ_MM259_insulation.bed,insulation
Paracoccus,aminophilus,JCM 7686,P_aminophilus_JCM7686_VJ,bacteria/paracoccus/aminophilus/JCM7686,MM259,1_BACTERIA/Mix_bacteria,GCA_000444995.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/chromosight/P_aminophilus_JCM7686_VJ_MM259_loops.tsv,chromosight
Paracoccus,aminovorans,JCM 7685,P_aminovorans_JCM7685,bacteria/paracoccus/aminovorans/JCM7685,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,ref/P_aminovorans_JCM7685.fa,assembly
Paracoccus,aminovorans,JCM 7685,P_aminovorans_JCM7685,bacteria/paracoccus/aminovorans/JCM7685,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/cool/P_aminovorans_JCM7685_MM260.mcool,cool
Paracoccus,aminovorans,JCM 7685,P_aminovorans_JCM7685,bacteria/paracoccus/aminovorans/JCM7685,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/distance_law/P_aminovorans_JCM7685_MM260_distance_law.csv,distance_law
Paracoccus,aminovorans,JCM 7685,P_aminovorans_JCM7685,bacteria/paracoccus/aminovorans/JCM7685,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/pairs/P_aminovorans_JCM7685_MM260.pairs,pairs
Paracoccus,aminovorans,JCM 7685,P_aminovorans_JCM7685,bacteria/paracoccus/aminovorans/JCM7685,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/macrodomains/P_aminovorans_JCM7685_MM260_macrodomains.bed,macrodomains
Paracoccus,aminovorans,JCM 7685,P_aminovorans_JCM7685,bacteria/paracoccus/aminovorans/JCM7685,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/DI/P_aminovorans_JCM7685_MM260_DI.bed,DI
Paracoccus,aminovorans,JCM 7685,P_aminovorans_JCM7685,bacteria/paracoccus/aminovorans/JCM7685,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/insulation/P_aminovorans_JCM7685_MM260_insulation.bed,insulation
Paracoccus,aminovorans,JCM 7685,P_aminovorans_JCM7685,bacteria/paracoccus/aminovorans/JCM7685,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/chromosight/P_aminovorans_JCM7685_MM260_loops.tsv,chromosight
Paracoccus,denitrificans,Pd1222,P_denitrificans_Pd1222,bacteria/paracoccus/denitrificans/Pd1222,MM163,1_BACTERIA/Mix_bacteria,GCA_004063735.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,ref/P_denitrificans_Pd1222.fa,assembly
Paracoccus,denitrificans,Pd1222,P_denitrificans_Pd1222,bacteria/paracoccus/denitrificans/Pd1222,MM163,1_BACTERIA/Mix_bacteria,GCA_004063735.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/cool/P_denitrificans_Pd1222_MM163.mcool,cool
Paracoccus,denitrificans,Pd1222,P_denitrificans_Pd1222,bacteria/paracoccus/denitrificans/Pd1222,MM163,1_BACTERIA/Mix_bacteria,GCA_004063735.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/distance_law/P_denitrificans_Pd1222_MM163_distance_law.csv,distance_law
Paracoccus,denitrificans,Pd1222,P_denitrificans_Pd1222,bacteria/paracoccus/denitrificans/Pd1222,MM163,1_BACTERIA/Mix_bacteria,GCA_004063735.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/pairs/P_denitrificans_Pd1222_MM163.pairs,pairs
Paracoccus,denitrificans,Pd1222,P_denitrificans_Pd1222,bacteria/paracoccus/denitrificans/Pd1222,MM163,1_BACTERIA/Mix_bacteria,GCA_004063735.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/macrodomains/P_denitrificans_Pd1222_MM163_macrodomains.bed,macrodomains
Paracoccus,denitrificans,Pd1222,P_denitrificans_Pd1222,bacteria/paracoccus/denitrificans/Pd1222,MM163,1_BACTERIA/Mix_bacteria,GCA_004063735.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/DI/P_denitrificans_Pd1222_MM163_DI.bed,DI
Paracoccus,denitrificans,Pd1222,P_denitrificans_Pd1222,bacteria/paracoccus/denitrificans/Pd1222,MM163,1_BACTERIA/Mix_bacteria,GCA_004063735.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/insulation/P_denitrificans_Pd1222_MM163_insulation.bed,insulation
Paracoccus,denitrificans,Pd1222,P_denitrificans_Pd1222,bacteria/paracoccus/denitrificans/Pd1222,MM163,1_BACTERIA/Mix_bacteria,GCA_004063735.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/chromosight/P_denitrificans_Pd1222_MM163_loops.tsv,chromosight
Paracoccus,kondratievae,NCIMB13773,P_kondratievae_NCIMB13773,bacteria/paracoccus/kondratievae/NCIMB13773,MM259,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,ref/P_kondratievae_NCIMB13773.fa,assembly
Paracoccus,kondratievae,NCIMB13773,P_kondratievae_NCIMB13773,bacteria/paracoccus/kondratievae/NCIMB13773,MM259,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/cool/P_kondratievae_NCIMB13773_MM259.mcool,cool
Paracoccus,kondratievae,NCIMB13773,P_kondratievae_NCIMB13773,bacteria/paracoccus/kondratievae/NCIMB13773,MM259,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/distance_law/P_kondratievae_NCIMB13773_MM259_distance_law.csv,distance_law
Paracoccus,kondratievae,NCIMB13773,P_kondratievae_NCIMB13773,bacteria/paracoccus/kondratievae/NCIMB13773,MM259,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/pairs/P_kondratievae_NCIMB13773_MM259.pairs,pairs
Paracoccus,kondratievae,NCIMB13773,P_kondratievae_NCIMB13773,bacteria/paracoccus/kondratievae/NCIMB13773,MM259,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/macrodomains/P_kondratievae_NCIMB13773_MM259_macrodomains.bed,macrodomains
Paracoccus,kondratievae,NCIMB13773,P_kondratievae_NCIMB13773,bacteria/paracoccus/kondratievae/NCIMB13773,MM259,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/DI/P_kondratievae_NCIMB13773_MM259_DI.bed,DI
Paracoccus,kondratievae,NCIMB13773,P_kondratievae_NCIMB13773,bacteria/paracoccus/kondratievae/NCIMB13773,MM259,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/insulation/P_kondratievae_NCIMB13773_MM259_insulation.bed,insulation
Paracoccus,kondratievae,NCIMB13773,P_kondratievae_NCIMB13773,bacteria/paracoccus/kondratievae/NCIMB13773,MM259,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/chromosight/P_kondratievae_NCIMB13773_MM259_loops.tsv,chromosight
Paracoccus,pantotrophus,DSM11072,P_pantotrophus_DSM11072,bacteria/paracoccus/pantotrophus/DSM11072,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,ref/P_pantotrophus_DSM11072.fa,assembly
Paracoccus,pantotrophus,DSM11072,P_pantotrophus_DSM11072,bacteria/paracoccus/pantotrophus/DSM11072,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/cool/P_pantotrophus_DSM11072_MM260.mcool,cool
Paracoccus,pantotrophus,DSM11072,P_pantotrophus_DSM11072,bacteria/paracoccus/pantotrophus/DSM11072,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/distance_law/P_pantotrophus_DSM11072_MM260_distance_law.csv,distance_law
Paracoccus,pantotrophus,DSM11072,P_pantotrophus_DSM11072,bacteria/paracoccus/pantotrophus/DSM11072,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/pairs/P_pantotrophus_DSM11072_MM260.pairs,pairs
Paracoccus,pantotrophus,DSM11072,P_pantotrophus_DSM11072,bacteria/paracoccus/pantotrophus/DSM11072,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/macrodomains/P_pantotrophus_DSM11072_MM260_macrodomains.bed,macrodomains
Paracoccus,pantotrophus,DSM11072,P_pantotrophus_DSM11072,bacteria/paracoccus/pantotrophus/DSM11072,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/DI/P_pantotrophus_DSM11072_MM260_DI.bed,DI
Paracoccus,pantotrophus,DSM11072,P_pantotrophus_DSM11072,bacteria/paracoccus/pantotrophus/DSM11072,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/insulation/P_pantotrophus_DSM11072_MM260_insulation.bed,insulation
Paracoccus,pantotrophus,DSM11072,P_pantotrophus_DSM11072,bacteria/paracoccus/pantotrophus/DSM11072,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/chromosight/P_pantotrophus_DSM11072_MM260_loops.tsv,chromosight
Paracoccus,versutus,BOTH,P_versutus_both,NA,MM259,1_BACTERIA/Mix_bacteria,GCA_029203935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,ref/P_versutus_both.fa,assembly
Paracoccus,versutus,BOTH,P_versutus_both,NA,MM259,1_BACTERIA/Mix_bacteria,GCA_029203935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/cool/P_versutus_both_MM259.mcool,cool
Paracoccus,versutus,BOTH,P_versutus_both,NA,MM259,1_BACTERIA/Mix_bacteria,GCA_029203935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/distance_law/P_versutus_both_MM259_distance_law.csv,distance_law
Paracoccus,versutus,BOTH,P_versutus_both,NA,MM259,1_BACTERIA/Mix_bacteria,GCA_029203935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/pairs/P_versutus_both_MM259.pairs,pairs
Paracoccus,versutus,BOTH,P_versutus_both,NA,MM259,1_BACTERIA/Mix_bacteria,GCA_029203935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/chromosight/P_versutus_both_MM259_loops.tsv,chromosight
Paracoccus,versutus,DSM17099,P_versutus_DSM17099,bacteria/paracoccus/versutus/DSM17099,MM259,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,ref/P_versutus_DSM17099.fa,assembly
Paracoccus,versutus,DSM17099,P_versutus_DSM17099,bacteria/paracoccus/versutus/DSM17099,MM259,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/cool/P_versutus_DSM17099_MM259.mcool,cool
Paracoccus,versutus,DSM17099,P_versutus_DSM17099,bacteria/paracoccus/versutus/DSM17099,MM259,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/distance_law/P_versutus_DSM17099_MM259_distance_law.csv,distance_law
Paracoccus,versutus,DSM17099,P_versutus_DSM17099,bacteria/paracoccus/versutus/DSM17099,MM259,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/pairs/P_versutus_DSM17099_MM259.pairs,pairs
Paracoccus,versutus,DSM17099,P_versutus_DSM17099,bacteria/paracoccus/versutus/DSM17099,MM259,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/macrodomains/P_versutus_DSM17099_MM259_macrodomains.bed,macrodomains
Paracoccus,versutus,DSM17099,P_versutus_DSM17099,bacteria/paracoccus/versutus/DSM17099,MM259,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/DI/P_versutus_DSM17099_MM259_DI.bed,DI
Paracoccus,versutus,DSM17099,P_versutus_DSM17099,bacteria/paracoccus/versutus/DSM17099,MM259,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/insulation/P_versutus_DSM17099_MM259_insulation.bed,insulation
Paracoccus,versutus,DSM17099,P_versutus_DSM17099,bacteria/paracoccus/versutus/DSM17099,MM259,1_BACTERIA/Mix_bacteria,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/chromosight/P_versutus_DSM17099_MM259_loops.tsv,chromosight
Paracoccus,versutus,UW1,P_versutus_UW1_VJ,bacteria/paracoccus/versutus/UW1,MM259,1_BACTERIA/Mix_bacteria,GCA_029203935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,ref/P_versutus_UW1_VJ.fa,assembly
Paracoccus,versutus,UW1,P_versutus_UW1_VJ,bacteria/paracoccus/versutus/UW1,MM259,1_BACTERIA/Mix_bacteria,GCA_029203935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/cool/P_versutus_UW1_VJ_MM259.mcool,cool
Paracoccus,versutus,UW1,P_versutus_UW1_VJ,bacteria/paracoccus/versutus/UW1,MM259,1_BACTERIA/Mix_bacteria,GCA_029203935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/distance_law/P_versutus_UW1_VJ_MM259_distance_law.csv,distance_law
Paracoccus,versutus,UW1,P_versutus_UW1_VJ,bacteria/paracoccus/versutus/UW1,MM259,1_BACTERIA/Mix_bacteria,GCA_029203935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/pairs/P_versutus_UW1_VJ_MM259.pairs,pairs
Paracoccus,versutus,UW1,P_versutus_UW1_VJ,bacteria/paracoccus/versutus/UW1,MM259,1_BACTERIA/Mix_bacteria,GCA_029203935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/macrodomains/P_versutus_UW1_VJ_MM259_macrodomains.bed,macrodomains
Paracoccus,versutus,UW1,P_versutus_UW1_VJ,bacteria/paracoccus/versutus/UW1,MM259,1_BACTERIA/Mix_bacteria,GCA_029203935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/DI/P_versutus_UW1_VJ_MM259_DI.bed,DI
Paracoccus,versutus,UW1,P_versutus_UW1_VJ,bacteria/paracoccus/versutus/UW1,MM259,1_BACTERIA/Mix_bacteria,GCA_029203935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/insulation/P_versutus_UW1_VJ_MM259_insulation.bed,insulation
Paracoccus,versutus,UW1,P_versutus_UW1_VJ,bacteria/paracoccus/versutus/UW1,MM259,1_BACTERIA/Mix_bacteria,GCA_029203935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/chromosight/P_versutus_UW1_VJ_MM259_loops.tsv,chromosight
Pseudoalteromonas,translucida,TAC125,P_translucida_TAC125_VJ,bacteria/pseudoalteromonas/translucida/TAC125,MM260,1_BACTERIA/Mix_bacteria,GCA_000026085.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,ref/P_translucida_TAC125_VJ.fa,assembly
Pseudoalteromonas,translucida,TAC125,P_translucida_TAC125_VJ,bacteria/pseudoalteromonas/translucida/TAC125,MM260,1_BACTERIA/Mix_bacteria,GCA_000026085.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,results/cool/P_translucida_TAC125_VJ_MM260.mcool,cool
Pseudoalteromonas,translucida,TAC125,P_translucida_TAC125_VJ,bacteria/pseudoalteromonas/translucida/TAC125,MM260,1_BACTERIA/Mix_bacteria,GCA_000026085.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,results/distance_law/P_translucida_TAC125_VJ_MM260_distance_law.csv,distance_law
Pseudoalteromonas,translucida,TAC125,P_translucida_TAC125_VJ,bacteria/pseudoalteromonas/translucida/TAC125,MM260,1_BACTERIA/Mix_bacteria,GCA_000026085.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,results/pairs/P_translucida_TAC125_VJ_MM260.pairs,pairs
Pseudoalteromonas,translucida,TAC125,P_translucida_TAC125_VJ,bacteria/pseudoalteromonas/translucida/TAC125,MM260,1_BACTERIA/Mix_bacteria,GCA_000026085.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,results/macrodomains/P_translucida_TAC125_VJ_MM260_macrodomains.bed,macrodomains
Pseudoalteromonas,translucida,TAC125,P_translucida_TAC125_VJ,bacteria/pseudoalteromonas/translucida/TAC125,MM260,1_BACTERIA/Mix_bacteria,GCA_000026085.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,results/DI/P_translucida_TAC125_VJ_MM260_DI.bed,DI
Pseudoalteromonas,translucida,TAC125,P_translucida_TAC125_VJ,bacteria/pseudoalteromonas/translucida/TAC125,MM260,1_BACTERIA/Mix_bacteria,GCA_000026085.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,results/insulation/P_translucida_TAC125_VJ_MM260_insulation.bed,insulation
Pseudoalteromonas,translucida,TAC125,P_translucida_TAC125_VJ,bacteria/pseudoalteromonas/translucida/TAC125,MM260,1_BACTERIA/Mix_bacteria,GCA_000026085.1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,results/chromosight/P_translucida_TAC125_VJ_MM260_loops.tsv,chromosight
Pseudomonas,aeruginosa,PAK,PAK,bacteria/Pseudomonas/Aeruginosa/PAK,MM142,1_BACTERIA/Pseudomonas_PAK,Unpublished,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,ref/PAK.fa,assembly
Pseudomonas,aeruginosa,PAK,PAK,bacteria/Pseudomonas/Aeruginosa/PAK,MM142,1_BACTERIA/Pseudomonas_PAK,Unpublished,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,results/cool/PAK_MM142.mcool,cool
Pseudomonas,aeruginosa,PAK,PAK,bacteria/Pseudomonas/Aeruginosa/PAK,MM142,1_BACTERIA/Pseudomonas_PAK,Unpublished,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,results/distance_law/PAK_MM142_distance_law.csv,distance_law
Pseudomonas,aeruginosa,PAK,PAK,bacteria/Pseudomonas/Aeruginosa/PAK,MM142,1_BACTERIA/Pseudomonas_PAK,Unpublished,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,results/pairs/PAK_MM142.pairs,pairs
Pseudomonas,aeruginosa,PAK,PAK,bacteria/Pseudomonas/Aeruginosa/PAK,MM142,1_BACTERIA/Pseudomonas_PAK,Unpublished,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,results/macrodomains/PAK_MM142_macrodomains.bed,macrodomains
Pseudomonas,aeruginosa,PAK,PAK,bacteria/Pseudomonas/Aeruginosa/PAK,MM142,1_BACTERIA/Pseudomonas_PAK,Unpublished,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,results/DI/PAK_MM142_DI.bed,DI
Pseudomonas,aeruginosa,PAK,PAK,bacteria/Pseudomonas/Aeruginosa/PAK,MM142,1_BACTERIA/Pseudomonas_PAK,Unpublished,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,results/insulation/PAK_MM142_insulation.bed,insulation
Pseudomonas,aeruginosa,PAK,PAK,bacteria/Pseudomonas/Aeruginosa/PAK,MM142,1_BACTERIA/Pseudomonas_PAK,Unpublished,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,results/borders/PAK_MM142_borders.bed,borders
Pseudomonas,aeruginosa,PAK,PAK,bacteria/Pseudomonas/Aeruginosa/PAK,MM142,1_BACTERIA/Pseudomonas_PAK,Unpublished,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,results/chromosight/PAK_MM142_loops.tsv,chromosight
Pseudomonas,aeruginosa,PAO1,PAO1_v3,bacteria/Pseudomonas/Aeruginosa/PAO1,MM38,1_BACTERIA/Pseudomonas_PhiKZ,RSG - unpublished from NC_002516.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,ref/PAO1_v3.fa,assembly
Pseudomonas,aeruginosa,PAO1,PAO1_v3,bacteria/Pseudomonas/Aeruginosa/PAO1,MM38,1_BACTERIA/Pseudomonas_PhiKZ,RSG - unpublished from NC_002516.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,results/cool/PAO1_v3_MM38.mcool,cool
Pseudomonas,aeruginosa,PAO1,PAO1_v3,bacteria/Pseudomonas/Aeruginosa/PAO1,MM38,1_BACTERIA/Pseudomonas_PhiKZ,RSG - unpublished from NC_002516.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,results/distance_law/PAO1_v3_MM38_distance_law.csv,distance_law
Pseudomonas,aeruginosa,PAO1,PAO1_v3,bacteria/Pseudomonas/Aeruginosa/PAO1,MM38,1_BACTERIA/Pseudomonas_PhiKZ,RSG - unpublished from NC_002516.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,results/pairs/PAO1_v3_MM38.pairs,pairs
Pseudomonas,aeruginosa,PAO1,PAO1_v3,bacteria/Pseudomonas/Aeruginosa/PAO1,MM38,1_BACTERIA/Pseudomonas_PhiKZ,RSG - unpublished from NC_002516.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,results/macrodomains/PAO1_v3_MM38_macrodomains.bed,macrodomains
Pseudomonas,aeruginosa,PAO1,PAO1_v3,bacteria/Pseudomonas/Aeruginosa/PAO1,MM38,1_BACTERIA/Pseudomonas_PhiKZ,RSG - unpublished from NC_002516.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,results/DI/PAO1_v3_MM38_DI.bed,DI
Pseudomonas,aeruginosa,PAO1,PAO1_v3,bacteria/Pseudomonas/Aeruginosa/PAO1,MM38,1_BACTERIA/Pseudomonas_PhiKZ,RSG - unpublished from NC_002516.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,results/insulation/PAO1_v3_MM38_insulation.bed,insulation
Pseudomonas,aeruginosa,PAO1,PAO1_v3,bacteria/Pseudomonas/Aeruginosa/PAO1,MM38,1_BACTERIA/Pseudomonas_PhiKZ,RSG - unpublished from NC_002516.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,results/borders/PAO1_v3_MM38_borders.bed,borders
Pseudomonas,aeruginosa,PAO1,PAO1_v3,bacteria/Pseudomonas/Aeruginosa/PAO1,MM38,1_BACTERIA/Pseudomonas_PhiKZ,RSG - unpublished from NC_002516.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,results/chromosight/PAO1_v3_MM38_loops.tsv,chromosight
Salmonella,enterica,LT2,LT2,bacteria/salmonella/enterica/LT2,MM16,8_TESTS/Arima_bact,GCA_000006945.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,ref/LT2.fa,assembly
Salmonella,enterica,LT2,LT2,bacteria/salmonella/enterica/LT2,MM16,8_TESTS/Arima_bact,GCA_000006945.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/cool/LT2_MM16.mcool,cool
Salmonella,enterica,LT2,LT2,bacteria/salmonella/enterica/LT2,MM16,8_TESTS/Arima_bact,GCA_000006945.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/distance_law/LT2_MM16_distance_law.csv,distance_law
Salmonella,enterica,LT2,LT2,bacteria/salmonella/enterica/LT2,MM16,8_TESTS/Arima_bact,GCA_000006945.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/pairs/LT2_MM16.pairs,pairs
Salmonella,enterica,LT2,LT2,bacteria/salmonella/enterica/LT2,MM16,8_TESTS/Arima_bact,GCA_000006945.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/macrodomains/LT2_MM16_macrodomains.bed,macrodomains
Salmonella,enterica,LT2,LT2,bacteria/salmonella/enterica/LT2,MM16,8_TESTS/Arima_bact,GCA_000006945.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/DI/LT2_MM16_DI.bed,DI
Salmonella,enterica,LT2,LT2,bacteria/salmonella/enterica/LT2,MM16,8_TESTS/Arima_bact,GCA_000006945.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/insulation/LT2_MM16_insulation.bed,insulation
